campaign_id,contact,month,campaign,previous,poutcome,pdays
356,cellular,nov,4,2,failure,168
357,cellular,nov,3,5,other,150
358,unknown,nov,1,1,failure,175
359,cellular,nov,1,9,other,186
360,cellular,nov,1,1,failure,117
361,cellular,nov,1,3,failure,97
362,cellular,nov,1,1,failure,182
363,cellular,nov,4,4,failure,127
364,cellular,nov,1,2,failure,130
365,cellular,nov,1,2,failure,110
366,cellular,nov,1,2,failure,194
367,cellular,nov,1,1,other,168
368,telephone,nov,1,5,failure,125
369,cellular,nov,1,1,failure,176
370,cellular,nov,5,0,unknown,-1
371,cellular,nov,1,1,failure,105
372,cellular,nov,1,2,failure,166
373,cellular,nov,1,2,success,165
374,cellular,nov,1,3,failure,172
375,cellular,nov,1,6,failure,102
376,telephone,nov,3,3,other,172
377,cellular,nov,1,3,success,26
378,telephone,nov,1,1,other,193
379,cellular,nov,1,3,other,179
380,cellular,nov,1,2,other,96
381,cellular,nov,1,1,other,167
382,cellular,nov,1,2,failure,182
383,cellular,nov,2,2,success,28
384,cellular,nov,1,6,failure,179
385,cellular,nov,1,2,failure,183
386,cellular,nov,2,3,failure,155
387,cellular,nov,1,5,failure,110
388,cellular,nov,2,7,failure,182
389,cellular,nov,1,1,failure,138
390,cellular,nov,2,1,failure,182
391,cellular,nov,1,4,failure,96
392,cellular,nov,1,3,failure,186
393,cellular,nov,1,2,failure,127
394,cellular,nov,1,4,failure,110
395,cellular,nov,1,1,success,186
396,cellular,nov,1,2,other,173
397,cellular,nov,1,2,failure,112
398,cellular,nov,1,2,failure,173
399,cellular,nov,5,5,failure,127
400,cellular,nov,1,1,other,182
401,cellular,nov,1,1,failure,168
402,cellular,nov,1,6,failure,96
403,cellular,nov,1,6,other,127
404,cellular,nov,1,3,failure,173
405,cellular,nov,1,3,other,120
406,cellular,nov,1,1,other,137
407,cellular,nov,1,6,failure,124
408,cellular,nov,1,3,other,110
409,cellular,nov,1,3,failure,127
410,cellular,nov,1,3,failure,187
411,cellular,nov,1,6,failure,190
412,cellular,nov,1,3,failure,181
413,cellular,nov,1,2,failure,126
414,cellular,nov,1,2,failure,154
415,cellular,nov,1,1,failure,165
416,cellular,nov,1,2,failure,168
417,cellular,nov,1,2,other,168
418,unknown,nov,4,0,unknown,-1
419,cellular,nov,1,2,failure,179
420,cellular,nov,2,4,other,181
421,cellular,nov,1,1,failure,175
422,cellular,nov,1,2,other,113
423,cellular,nov,1,3,other,113
424,cellular,nov,1,2,failure,102
425,cellular,nov,3,2,failure,104
426,cellular,nov,1,2,success,110
427,unknown,nov,1,1,failure,154
428,telephone,nov,1,2,failure,162
429,cellular,nov,1,5,failure,183
430,cellular,nov,1,1,failure,159
431,cellular,nov,1,2,failure,113
432,cellular,nov,1,8,failure,172
433,cellular,nov,1,2,failure,124
434,cellular,nov,1,1,success,124
435,cellular,nov,2,6,other,154
436,cellular,nov,2,3,failure,179
437,cellular,nov,1,1,failure,124
438,cellular,nov,1,7,other,127
439,cellular,nov,1,1,other,183
440,cellular,nov,2,1,failure,116
441,cellular,nov,2,2,failure,182
442,cellular,nov,2,1,failure,123
443,cellular,nov,2,2,failure,165
444,cellular,nov,2,1,other,174
445,cellular,nov,2,1,failure,152
446,cellular,nov,2,2,failure,123
447,cellular,nov,2,2,failure,104
448,cellular,nov,2,2,failure,187
449,cellular,nov,2,2,other,134
450,cellular,nov,2,4,failure,96
451,cellular,nov,2,1,other,116
452,cellular,nov,2,5,failure,113
453,cellular,nov,2,14,failure,151
454,telephone,nov,2,1,failure,188
455,cellular,nov,2,1,failure,154
456,cellular,nov,3,2,failure,196
457,cellular,nov,2,1,other,168
458,cellular,nov,2,3,other,110
459,cellular,nov,2,4,failure,110
460,cellular,nov,5,2,other,151
461,cellular,nov,2,2,failure,111
462,cellular,nov,3,2,failure,175
463,cellular,nov,2,3,failure,188
464,cellular,nov,3,7,failure,134
465,cellular,nov,2,1,other,152
466,telephone,nov,7,0,unknown,-1
467,cellular,nov,6,0,unknown,-1
468,cellular,nov,2,1,failure,169
469,cellular,nov,2,3,failure,111
470,cellular,nov,2,1,other,132
471,cellular,nov,2,12,failure,162
472,cellular,nov,2,7,success,113
473,cellular,nov,3,2,failure,169
474,cellular,nov,3,1,failure,189
475,cellular,nov,1,2,other,181
476,cellular,nov,2,4,success,110
477,cellular,nov,2,1,failure,174
478,cellular,nov,2,6,failure,166
479,cellular,nov,1,2,other,110
480,cellular,nov,3,4,other,126
481,cellular,nov,3,4,failure,179
482,cellular,nov,3,2,failure,194
483,telephone,nov,3,8,other,112
484,cellular,nov,7,0,unknown,-1
485,cellular,nov,2,1,failure,189
486,cellular,nov,4,11,other,152
487,cellular,nov,3,1,failure,8
488,cellular,nov,2,15,failure,110
489,cellular,nov,2,2,failure,181
490,cellular,nov,2,2,failure,176
491,cellular,nov,2,1,failure,124
492,cellular,nov,3,2,failure,119
493,cellular,nov,2,7,failure,117
494,cellular,nov,2,3,other,154
495,cellular,nov,2,4,failure,120
496,telephone,nov,2,2,failure,137
497,cellular,nov,2,3,failure,110
498,cellular,nov,2,3,failure,127
499,telephone,nov,3,2,failure,112
500,cellular,nov,1,5,failure,144
501,cellular,nov,3,2,failure,96
502,cellular,nov,5,2,failure,188
503,cellular,nov,1,3,other,166
504,cellular,nov,1,6,failure,186
505,cellular,nov,1,1,failure,162
506,cellular,nov,2,1,failure,144
507,cellular,nov,1,1,other,123
508,cellular,nov,2,3,failure,123
509,cellular,nov,4,2,failure,102
510,cellular,nov,1,14,failure,152
511,cellular,nov,1,1,failure,193
512,telephone,nov,3,2,failure,110
513,telephone,nov,6,0,unknown,-1
514,cellular,nov,1,2,other,187
515,telephone,nov,1,2,other,110
516,telephone,nov,5,11,failure,119
517,cellular,nov,1,4,failure,191
518,cellular,nov,2,3,failure,184
519,telephone,nov,4,5,failure,169
520,cellular,nov,2,2,success,175
521,cellular,nov,1,2,other,111
522,cellular,nov,1,1,failure,170
523,cellular,nov,1,2,failure,180
524,cellular,nov,1,3,failure,177
525,cellular,nov,1,3,failure,170
526,cellular,nov,1,3,failure,182
527,telephone,nov,4,3,failure,111
528,cellular,nov,1,1,other,180
529,cellular,nov,1,1,success,5
530,cellular,nov,1,2,failure,99
531,cellular,nov,1,1,failure,180
532,cellular,nov,1,2,success,99
533,cellular,nov,1,1,failure,191
534,cellular,nov,1,3,other,183
535,cellular,nov,1,2,failure,120
536,cellular,nov,1,1,failure,120
537,cellular,nov,1,4,other,133
538,cellular,nov,1,2,failure,133
539,cellular,nov,1,1,success,168
540,cellular,nov,1,8,other,154
541,cellular,nov,1,1,other,111
542,cellular,nov,1,4,failure,93
543,cellular,nov,1,5,failure,93
544,cellular,nov,1,2,other,97
545,cellular,nov,1,4,failure,92
546,cellular,nov,1,1,other,170
547,cellular,nov,1,3,failure,155
548,cellular,nov,1,1,other,175
549,telephone,nov,1,2,failure,182
550,cellular,nov,1,1,failure,10
551,cellular,nov,1,2,failure,170
552,cellular,nov,1,2,failure,169
553,cellular,nov,2,1,other,180
554,cellular,nov,1,1,failure,125
555,cellular,nov,2,3,failure,91
556,cellular,nov,2,6,failure,189
557,cellular,nov,1,4,failure,100
558,telephone,nov,2,1,failure,156
559,cellular,nov,2,3,failure,113
560,cellular,nov,2,5,failure,177
561,cellular,nov,1,2,other,198
562,telephone,nov,1,1,failure,177
563,cellular,nov,1,6,failure,152
564,cellular,nov,1,9,failure,195
565,cellular,nov,1,1,failure,106
566,cellular,nov,2,1,failure,175
567,cellular,nov,1,1,failure,183
568,cellular,nov,1,8,success,117
569,cellular,nov,1,1,other,117
570,cellular,nov,1,5,failure,184
571,cellular,nov,1,1,success,152
572,cellular,nov,3,2,failure,166
573,cellular,nov,1,4,failure,105
574,cellular,nov,3,4,success,190
575,cellular,nov,2,10,failure,111
576,cellular,nov,2,1,other,182
577,cellular,nov,2,1,failure,111
578,cellular,nov,1,1,other,190
579,cellular,nov,1,2,failure,153
580,cellular,nov,1,2,failure,152
581,cellular,nov,6,9,failure,188
582,cellular,nov,1,1,failure,174
583,cellular,nov,1,1,failure,167
584,telephone,nov,1,2,failure,119
585,cellular,nov,1,2,other,189
586,cellular,nov,2,2,failure,113
587,cellular,nov,1,4,failure,152
588,cellular,nov,1,4,other,174
589,cellular,nov,1,7,failure,126
590,telephone,nov,1,4,other,127
591,cellular,nov,1,4,failure,112
592,cellular,nov,5,1,failure,198
593,cellular,nov,1,1,failure,146
594,cellular,nov,1,1,other,153
595,cellular,nov,1,2,other,153
596,cellular,nov,2,1,other,195
597,cellular,nov,3,2,failure,120
598,cellular,nov,2,3,failure,128
599,cellular,nov,1,3,failure,128
600,cellular,nov,1,2,failure,118
601,cellular,nov,2,2,failure,153
602,cellular,nov,1,1,success,174
603,cellular,nov,2,2,failure,180
604,cellular,nov,2,2,failure,152
605,cellular,nov,1,8,failure,189
606,cellular,nov,1,3,failure,166
607,telephone,nov,1,1,other,175
608,cellular,nov,10,0,unknown,-1
609,cellular,nov,2,1,failure,198
610,cellular,nov,2,1,failure,183
611,cellular,nov,1,2,failure,131
612,cellular,nov,1,1,failure,166
613,cellular,nov,2,5,failure,152
614,cellular,nov,1,5,failure,127
615,telephone,nov,1,1,failure,113
616,cellular,nov,1,2,other,174
617,cellular,nov,1,4,failure,180
618,telephone,nov,3,4,success,7
619,cellular,nov,1,1,failure,133
620,telephone,nov,1,1,failure,189
621,cellular,nov,2,4,failure,119
622,telephone,nov,2,2,failure,184
623,cellular,nov,3,2,other,195
624,cellular,nov,2,4,failure,104
625,cellular,nov,2,3,failure,145
626,cellular,nov,3,2,other,183
627,cellular,nov,2,2,success,121
628,cellular,nov,3,2,other,188
629,cellular,nov,2,1,failure,160
630,cellular,nov,2,6,failure,111
631,cellular,nov,2,2,failure,190
632,cellular,nov,3,2,failure,170
633,cellular,nov,4,1,failure,173
634,cellular,nov,3,2,other,117
635,cellular,nov,2,3,failure,133
636,cellular,nov,3,1,failure,160
637,cellular,nov,3,1,failure,174
638,cellular,nov,4,1,failure,126
639,cellular,nov,3,6,failure,173
640,cellular,nov,3,3,failure,111
641,telephone,nov,2,1,failure,153
642,cellular,nov,4,2,failure,107
643,cellular,nov,2,6,failure,90
644,cellular,nov,5,3,failure,170
645,cellular,nov,2,12,other,175
646,telephone,nov,2,2,success,174
647,cellular,nov,2,3,failure,170
648,telephone,nov,3,3,failure,117
649,cellular,nov,3,5,failure,99
650,cellular,nov,3,7,failure,111
651,cellular,nov,2,1,success,27
652,cellular,nov,2,3,other,167
653,cellular,nov,3,3,failure,133
654,cellular,nov,2,1,other,153
655,cellular,nov,2,3,failure,187
656,cellular,nov,3,3,other,166
657,cellular,nov,2,3,success,174
658,cellular,nov,6,1,other,189
659,cellular,nov,4,2,failure,100
660,cellular,nov,2,3,other,170
661,unknown,nov,7,4,other,112
662,telephone,nov,2,4,failure,147
663,cellular,nov,5,2,failure,198
664,cellular,nov,2,3,success,171
665,cellular,nov,2,2,success,119
666,cellular,nov,2,1,other,184
667,cellular,nov,6,2,failure,191
668,cellular,nov,1,4,failure,183
669,cellular,nov,1,1,failure,197
670,cellular,nov,5,2,failure,171
671,cellular,nov,2,2,success,106
672,cellular,nov,1,2,failure,128
673,cellular,nov,1,4,failure,136
674,cellular,nov,2,2,failure,174
675,telephone,nov,8,0,unknown,-1
676,cellular,nov,1,1,failure,184
677,cellular,nov,1,4,other,101
678,cellular,nov,1,4,failure,189
679,telephone,nov,9,0,unknown,-1
680,telephone,nov,5,0,unknown,-1
681,cellular,nov,1,2,failure,176
682,cellular,nov,1,2,other,105
683,cellular,nov,1,1,failure,139
684,telephone,nov,1,1,other,167
685,cellular,nov,2,2,failure,183
686,cellular,nov,1,2,failure,185
687,cellular,nov,1,1,failure,196
688,telephone,nov,1,1,failure,190
689,cellular,nov,1,2,failure,91
690,cellular,nov,2,1,failure,122
691,cellular,nov,1,1,failure,134
692,cellular,nov,1,4,failure,178
693,cellular,nov,1,3,failure,185
694,cellular,nov,2,2,success,105
695,cellular,nov,1,1,failure,171
696,cellular,nov,1,1,failure,127
697,cellular,nov,1,1,failure,190
698,cellular,nov,1,10,other,100
699,cellular,nov,1,2,failure,190
700,cellular,nov,6,4,failure,176
701,cellular,nov,1,1,failure,157
702,cellular,nov,1,1,failure,177
703,cellular,nov,2,4,other,190
704,cellular,nov,2,3,failure,136
705,cellular,nov,1,1,failure,126
706,cellular,nov,2,4,failure,129
707,cellular,nov,1,14,failure,155
708,cellular,nov,6,9,failure,177
709,cellular,nov,1,2,failure,164
710,cellular,nov,2,1,failure,184
711,cellular,nov,1,8,failure,113
712,cellular,nov,2,11,failure,181
713,cellular,nov,1,6,failure,122
714,cellular,nov,1,2,failure,122
715,cellular,nov,1,4,other,170
716,cellular,nov,4,2,failure,190
717,cellular,nov,1,4,other,171
718,telephone,nov,2,6,failure,195
719,cellular,nov,5,3,failure,177
720,cellular,nov,1,5,failure,178
721,cellular,nov,1,1,success,188
722,cellular,nov,6,4,failure,177
723,cellular,nov,1,1,other,118
724,cellular,nov,3,4,failure,149
725,cellular,nov,7,4,failure,153
726,cellular,nov,3,6,failure,139
727,cellular,nov,2,2,other,122
728,cellular,nov,1,1,failure,91
729,telephone,nov,2,3,failure,149
730,cellular,nov,4,1,failure,190
731,cellular,nov,1,2,failure,155
732,cellular,nov,1,2,failure,189
733,telephone,nov,8,2,failure,190
734,cellular,nov,5,1,failure,135
735,cellular,nov,2,4,failure,92
736,cellular,nov,1,2,failure,177
737,cellular,nov,1,2,failure,101
738,cellular,nov,2,1,failure,133
739,cellular,nov,3,2,failure,106
740,cellular,nov,2,3,failure,171
741,cellular,nov,3,1,failure,183
742,cellular,nov,2,2,other,156
743,cellular,nov,7,1,failure,133
744,cellular,nov,2,6,other,100
745,cellular,nov,1,2,failure,100
746,cellular,nov,6,2,failure,188
747,cellular,nov,1,4,other,190
748,cellular,nov,5,5,failure,178
749,cellular,nov,8,3,success,190
750,cellular,nov,6,26,failure,153
751,cellular,nov,4,1,other,196
752,cellular,nov,9,37,other,112
753,cellular,nov,2,2,failure,164
754,cellular,nov,2,3,failure,174
755,cellular,nov,1,1,other,122
756,cellular,nov,6,16,other,177
757,cellular,nov,2,1,failure,164
758,cellular,nov,3,7,failure,185
