customer_id,age,job,marital,education,default,balance,housing,loan
f5eaebcc6bb11330c37e03412f6ec080,43,technician,married,secondary,no,1937,yes,no
e1a4dbfb40f0889fe3d17bd03e85caa8,53,technician,married,secondary,no,384,yes,no
d57857226df3182cfd9a366c9eda72be,44,blue-collar,married,secondary,no,582,no,yes
ad9e00ef2a6bdb1e4ce347f6ae1dc310,55,services,divorced,secondary,no,91,no,no
57288824900b41d0ecbc8636e20a8f48,49,services,divorced,secondary,no,0,yes,yes
953511aaa1c869a3af8dcaf7f2c19379,55,services,divorced,secondary,yes,1,yes,no
b6e3265044cfeeac345212239177f946,45,admin.,single,secondary,no,206,yes,no
99cb6b591239c5b1b4ac1a0cdea4c4b3,47,services,divorced,secondary,no,164,no,no
ee6cbfeebbc9d729ecaae973d9b590b0,42,technician,single,secondary,no,690,yes,no
1394bc4d74bd10aeb124bf32b45af154,59,admin.,married,secondary,no,2343,yes,no
53dfe3c89e6b7682cb9a78f66e4faaf6,46,self-employed,married,tertiary,no,137,yes,yes
e1b72b03d4ca69de6d41bf3b9b387107,51,blue-collar,married,primary,no,173,yes,no
7f90063448aae93485b12c54c68e0a02,56,admin.,married,secondary,no,45,no,no
5fb5c01bce3a3ece43a578f4080ed4f0,41,technician,married,secondary,no,1270,yes,no
c1ecfde46aaa25eb45126cffa7142573,46,management,divorced,secondary,no,16,yes,yes
149422a3af721f2c1d7308789575588f,57,retired,married,secondary,no,486,yes,no
9f8771e4b24a5623ec4ed4d95928d6f1,42,management,single,secondary,no,50,no,no
36085b6189def57676fb39d4fa6eb791,30,technician,married,secondary,no,152,yes,yes
53e98fb5fc855cc7a9b89377d3e56e65,60,admin.,married,secondary,no,290,yes,no
013405facdc4c13ce612d4cfcfca60ac,60,blue-collar,married,unknown,no,54,yes,no
e547aca5e188bc15ba7b2c2786e602ba,57,entrepreneur,divorced,secondary,no,-37,no,no
998a017fea1a7f86ea82dcd71c2ac438,36,management,married,tertiary,no,101,yes,yes
17d08dffa28a52aedef4c6550faa37d7,55,blue-collar,married,secondary,no,383,no,no
1c60ef2cb8bddb30c3143ac50a1bcd96,60,retired,married,tertiary,no,81,yes,no
7703122082dab4d50f453d11c8b4455d,39,technician,married,secondary,no,0,yes,no
74cabcc6976b671a6bda8ae4806d3626,46,management,married,tertiary,no,229,yes,no
ae298b78af0b6870ad3dd4f51535fe1d,44,blue-collar,married,secondary,no,-674,yes,no
a6c3e65ef3101985f7be11b00d327688,53,blue-collar,married,primary,no,90,no,no
d3aca51aed2ccb09ebfc3cdf285137a5,52,blue-collar,married,primary,no,128,yes,no
c46778e77180dcc925471baf21f4d3e3,59,blue-collar,married,primary,no,179,yes,no
20817aefa16f05f2c299309324cf82fb,27,technician,single,tertiary,no,0,yes,no
07800a5b922f933efa18f87ffac0c226,44,blue-collar,married,secondary,no,54,yes,no
2d90db3f519c7c8122afd3dbe01efde4,47,technician,married,tertiary,no,151,yes,no
d749fa52e65723e36ae61fe7135967aa,34,admin.,married,secondary,no,61,no,yes
517eb7e257066e79bc900a86112daf22,59,retired,single,secondary,no,30,yes,no
cd0d3a917668a3b44e6c3b7e22048b05,45,management,married,tertiary,no,523,yes,no
b99a4ea91510bfaaff992d8cc9ba5fb2,29,services,divorced,secondary,no,31,yes,no
81200f699bc82d66c359b8075f3bc929,46,technician,divorced,secondary,no,79,no,no
3374928a6f7dccea663f11defed5a43f,56,self-employed,married,primary,no,-34,yes,yes
1f9ae1764773481eea401d58348ec325,36,blue-collar,married,primary,no,448,yes,no
e086279101ccad2c34ca18cb0dadb53b,59,retired,divorced,primary,no,81,yes,no
7597995a753e86073f86155ea8b93c0a,44,blue-collar,married,secondary,no,144,yes,no
9d7fe44d67062eb8d01bb3e2cf3b986b,41,admin.,married,secondary,no,351,yes,no
9a77d42fcc90d4a89016e6bcbe59540d,33,management,single,tertiary,no,-67,yes,no
661cfb9c7a45e16c6db6dd4feb88045f,59,management,divorced,tertiary,no,262,no,no
f5a17af9711cbb66875ab105a2c7e9a6,57,technician,married,primary,no,0,no,no
7c908251c5cad64d6e2c0d69728e324c,56,technician,divorced,unknown,no,56,yes,no
ae8d2dbe55c53901f1ca3c0d7089fe67,51,blue-collar,married,secondary,no,26,yes,no
7a802e4d92e23d498fe1f1754509d711,34,admin.,married,unknown,no,3,yes,no
0812ad4bd61064263856fd7bdec44e86,43,services,married,secondary,no,41,yes,yes
503ac347258c35a145f6d6888515949b,52,technician,married,tertiary,no,7,no,yes
7587314f8b8f319a24c8ab477bd70655,33,technician,single,secondary,no,105,yes,no
9a1c5920909c931d6d9079d64fa62ede,29,admin.,single,secondary,no,818,yes,yes
48f06bb1b4518e4f1ad28c43b4305373,34,services,married,secondary,no,-16,yes,yes
06bb1924836a69083f801a3fd9a49e57,31,blue-collar,married,secondary,no,0,yes,no
6a7f009d6058c449d91c48dcb972f9b6,55,services,married,secondary,no,2476,yes,no
414d41ec136b3352c052e685464ab12f,55,management,married,unknown,no,1185,no,no
843e0db45444cbb15ba79c12addd9094,32,admin.,single,secondary,no,217,yes,no
29cf9ddf4ebbbcf354087848d9d646df,38,technician,single,secondary,no,1685,yes,no
c9092a90c1a8e815056f2685aecd7214,55,admin.,single,secondary,no,802,yes,yes
5abcb2ae3cf474e1e184d4b371186966,28,unemployed,single,tertiary,no,0,yes,no
4cfa528177b01919f9a8135f94324bad,23,blue-collar,married,secondary,no,94,yes,no
d8ee7722c05656f0388e7498a0efb453,32,technician,single,secondary,no,0,yes,no
0ee51c415f076a8c1b04ca9908fc02e5,43,services,single,unknown,no,0,no,no
2a0a12d2834cdd06ff18977b48288e39,32,blue-collar,married,secondary,no,517,yes,no
6222d13257ca1b291b116e598fd5abd8,46,blue-collar,married,secondary,no,265,yes,no
694a24692dd8bdde61b875bcaab69a81,53,housemaid,divorced,primary,no,947,yes,no
f62f9d052cda0bee14ef05ade48729e7,34,self-employed,single,secondary,no,3,yes,no
075045ac3b261358e7426ca921c19794,57,unemployed,married,tertiary,no,42,no,no
461e66ac891b75d587a27d1af050fe2c,37,blue-collar,married,secondary,no,37,yes,no
1fff64f13336e0222bbe3bdf075d4c71,59,blue-collar,married,secondary,no,57,yes,no
f840436fe4b82987982201bedc4b6092,33,services,married,secondary,no,22,yes,no
3bf0da56264136ec1f7f19603a720e26,56,blue-collar,divorced,primary,no,8,yes,no
a45622963b0696c964cfa0fbcf0cf21b,48,unemployed,married,secondary,no,293,yes,no
05d6a814a54916e306c73b2902caa90c,43,services,married,primary,no,3,yes,no
768b3c9d6ab1668438108afda3d45953,54,blue-collar,married,primary,no,348,yes,no
dc5fd30d388e389ace34e6db275deaa7,51,blue-collar,married,unknown,no,-19,yes,no
475417c86fde1e9dc7f684291e7a753d,26,student,single,secondary,no,0,yes,no
c8d1538e33809e136c37dec11e054a6b,40,management,married,tertiary,no,-4,yes,no
78a6f2e49b94a5b6c07eabceefc158fd,39,management,married,secondary,no,18,yes,no
fb1793b769efa7dc680314b87be1ce52,50,technician,married,primary,no,139,no,no
e48d739c9c67832b6c83ee588818e7ed,41,services,married,secondary,no,0,yes,no
a2af2a55f25c6c978674f07c28f124b3,51,blue-collar,married,unknown,no,1883,yes,no
6e37ac86b1e488fdc0c8a4b003b38752,60,retired,divorced,secondary,no,216,yes,no
e561991198519d72e99b8eab9ad8b654,52,blue-collar,married,secondary,no,782,yes,no
926300cf8210f4b4e24a04839042b5a7,48,blue-collar,married,secondary,no,904,yes,no
39abd3ef03702885ddc708f83cd51340,48,services,married,unknown,no,1705,yes,no
2305f3e5778f1e4c462a8459cbac2b7a,39,technician,single,tertiary,no,47,yes,no
42f26aa4a49a999174dcbf7bc830e3b7,47,services,single,secondary,no,176,yes,no
f15a9aed31c99303f0b941a5b2a0d344,40,blue-collar,married,secondary,no,1225,yes,no
2e747d91216efa8006c7e2be7b2ec843,45,technician,married,secondary,no,86,yes,no
2da9e578a0e6b0fed6763555720e5278,26,admin.,single,secondary,no,82,yes,no
47c766dba1aa0dc738c682a754c52ae7,52,management,married,tertiary,no,271,yes,no
8bf69a98c9e676d210d8c3779b03d27b,54,technician,married,secondary,no,1378,yes,no
62f1eb4a1b62e107cf0f71b1d69d53c9,54,admin.,married,tertiary,no,184,no,no
36c69b701a598a3b90a93bf969838445,50,blue-collar,married,primary,no,0,no,no
2c3a2178d8f2a23884e8ec4637396cc5,35,blue-collar,married,secondary,no,0,yes,no
5eafc737ea17016d3aa0328a6d41a854,44,services,married,secondary,no,1357,yes,yes
c0d52f60479247e8fad4909144be614a,53,entrepreneur,married,unknown,no,19,yes,no
0d16bfead30299446abb6064e811ea6c,35,retired,single,primary,no,434,no,no
525088c16217d8bd57709e29f6e1a03b,60,admin.,divorced,secondary,no,92,yes,no
6297b8072f69f9c43ac343228b930dd2,53,admin.,divorced,secondary,no,1151,yes,no
70d45ca61f2f228aafc9beaee2e50324,48,unemployed,married,secondary,no,41,yes,no
53407c57a03b8ff74a6746ed4fe89794,34,technician,married,secondary,no,51,yes,no
fba2fae702468908cba0404a49769809,54,services,married,secondary,no,214,yes,no
ae5109cdb046fc966d23766b7a6772ee,51,management,married,secondary,no,1161,yes,no
8701a0a6b13a864e8ba9e08a33e47e9a,31,services,married,tertiary,no,37,yes,no
296446aad5cd496faab495ba2a763263,35,technician,divorced,secondary,no,787,yes,no
953b566a919e2d7cddfb9b5939cf2e17,35,services,married,secondary,no,59,yes,no
2d8d75756fc2b63e785ecdbf2c5972e1,38,technician,married,secondary,no,253,yes,no
90a5e92a178fb5f2c0f1aa4cbaa46a9f,36,admin.,married,tertiary,no,211,yes,no
27599dcc4fc8d7f09f1e7dea18d752ec,58,retired,married,primary,no,235,yes,no
fdaebddae790826d2f96f98b1ad0713a,40,services,divorced,unknown,no,4384,yes,no
72445ced48352a931173db735d5d39d2,54,management,married,secondary,no,4080,no,no
557413811ec82be96a734467c696be53,34,blue-collar,single,secondary,no,53,yes,yes
39233aa1d4ccf741064a9387ebc578b2,31,management,single,tertiary,no,0,yes,no
a037a2cf03c9c1bc417a7d5240026ce3,51,retired,married,secondary,no,2127,yes,no
d5cfd07b0e91025b33f57e203aa03316,33,management,married,tertiary,no,377,yes,no
4bc3edb10502dcea2ae3808cca58a1a6,55,management,married,tertiary,no,73,yes,no
23374847d58cfc7920913a635cc6fb9d,42,admin.,married,secondary,no,445,yes,no
ea7f587836b30b506ceea7faafe2b0dc,34,blue-collar,married,secondary,no,243,yes,no
f3ed3dbc5e0901b4a1f4c32f19f9b661,33,blue-collar,single,secondary,no,307,yes,no
2431122c837803c0bdfa8851f8cd9cf7,38,services,married,secondary,no,155,yes,no
0dcfc245b8478394fd971b29dac57ffe,50,technician,divorced,tertiary,no,173,no,yes
0683abf8e88ef8e8770b4122dc82607e,43,management,married,tertiary,no,400,yes,no
a0b99428e54585fbc3078d61160f4a06,61,blue-collar,divorced,primary,no,1428,yes,no
3eefc03f9f6cf1eddc199d0089d484e8,47,admin.,married,secondary,no,219,yes,no
8c040bd5d05e8cc19f0ce664e634b6b9,48,self-employed,married,tertiary,no,7,yes,no
00e09df536e452fd0c856730d8bee64e,44,blue-collar,married,secondary,no,575,yes,no
cf6306ceb0d7f4909086454ef5d747dd,35,student,single,unknown,no,298,yes,no
7b1fc5f2843a766cb1f7107139dfa60a,35,services,married,secondary,no,0,yes,no
5b80ab311f4c0c8899b1ab65e8e5d44a,50,services,married,secondary,no,5699,yes,no
b7fff95f10e5fd20e111950124189507,41,management,married,tertiary,no,176,yes,yes
231a1d572f40e1bf5f4cbb2fb2b38aad,41,management,married,tertiary,no,517,yes,no
0eb9bf9624f9d37fc9b8ed9dc953e06b,39,services,single,unknown,no,257,yes,no
a2e220f9229f2d3b919c7ce1ab92df0e,42,retired,married,secondary,no,56,yes,no
085f41d1a8e321d41abe9503ff1b465f,38,blue-collar,married,secondary,no,-390,yes,no
c6799564a47e309a55ab233e2c7df8f2,53,retired,married,secondary,no,330,yes,no
43e76abaf6da8369fb412d39caee4520,59,housemaid,divorced,primary,no,195,no,no
5acb7b9a7d17c45d070a3102752b6e28,36,services,married,secondary,no,301,yes,no
fa1178f4055f787ed72252fde8d702ea,54,blue-collar,married,primary,no,-41,yes,no
70233336cc2db5eb3b444d6c3e0c57a9,40,technician,married,tertiary,no,483,yes,no
a6932c62840c3117407ba115c62f95bb,47,unknown,married,unknown,no,28,no,no
6e3394c97e9ed72aa27d087f79a66d7e,53,unemployed,married,unknown,no,13,no,no
baa8688eace203d2ba732cbb2df936a2,46,housemaid,married,primary,no,965,no,no
588e21a01680ca4ab88483a2c201f561,39,management,married,tertiary,no,378,yes,yes
fce4c3fa4d4485e58ff099a3d8cff524,40,unemployed,married,secondary,no,219,yes,no
a0a2466ea44ff307737ecd1849b9ae26,28,blue-collar,married,primary,no,324,yes,no
48e34fe3281c962d7ab95adcc06fbf7c,35,entrepreneur,divorced,secondary,no,-69,yes,no
35ab401bb9a346a7a4bee7446188031f,55,retired,married,secondary,no,0,no,yes
052010e7ac4dd3da1c0f5f4583ba4ee2,43,technician,divorced,unknown,no,205,yes,no
5b84b5587942c27134b98ab2188da112,48,blue-collar,married,primary,no,278,yes,no
0b81009b4b5e2c01c54e4723b408e17a,58,management,married,unknown,no,1065,yes,no
583cc87c147c20402a4e209bcfd50b22,33,management,single,tertiary,no,34,yes,no
d667a54b72a6180c8c2827c282604841,36,blue-collar,married,unknown,no,1033,no,no
8fa5007d1832cedb4f74072d2440deb0,53,services,divorced,secondary,no,1467,yes,no
12fe16b50cb496e2b67aa935bb4b69d8,47,blue-collar,married,primary,no,-12,yes,no
aaf5c5f09c0c883e6e9a7e2ff6a713bd,31,services,married,secondary,no,388,yes,no
e6a343f3dfcf576b52d2230f0cca73cf,57,entrepreneur,married,secondary,no,294,yes,no
b9aaf74270e9474f494e99771117ccb2,53,blue-collar,married,unknown,no,1827,no,no
69a902652b9d79eaae6564801c7deef9,55,blue-collar,married,primary,no,627,yes,no
584853df9d78d0410d33536c99366cf7,45,blue-collar,married,primary,no,25,yes,no
1de8b53dd421e8d29f2081aaa8e35d20,53,admin.,divorced,secondary,no,315,yes,no
4f6c968125ccda8841d311bff6fb810e,37,blue-collar,married,primary,no,0,yes,no
d459c9aa2996f947d4bf6033bbd39684,44,admin.,divorced,secondary,no,66,yes,no
60425226a83bdb57691c9d1151ce17c9,49,blue-collar,divorced,primary,no,-9,yes,yes
74e764b67a8329dd1d6350c18e649345,46,technician,married,secondary,no,349,yes,yes
932ac90cc273c733e9c31cc4321233e9,43,entrepreneur,married,unknown,no,100,yes,no
66b4014b81d874c847ddeaa9760e256a,38,admin.,married,secondary,no,0,no,no
9a522fec8285a251f54925ed6d77782e,43,technician,married,secondary,no,434,yes,no
5d5bd739e828c89c3f1edb517a715275,49,management,married,tertiary,no,3237,yes,no
06e75c79b4ae7cc69741d7ec5eb0d56f,42,management,married,unknown,no,275,no,no
3718661dd6db109dfc29dea497098d8e,22,blue-collar,single,secondary,no,0,yes,no
77c11a40774bbf2aa3e94555c06759a7,40,management,married,tertiary,no,207,yes,no
6248c37064ce951aaf0237a63658aebc,39,blue-collar,married,secondary,no,483,yes,no
50b8f3a093f2d159696012849b6d99f6,51,services,married,secondary,no,2248,yes,no
29ec7a41a7fa25fd09573a5cca5e1a03,49,admin.,married,secondary,no,428,yes,no
063ed6c9c3205637d5564827b32f932a,53,blue-collar,married,secondary,no,0,yes,yes
90fb87b637fa2ca27526ab161d5fc6a4,34,services,single,secondary,no,0,yes,no
e92b14398b0f34f460af70a7f3f10058,33,technician,divorced,secondary,no,140,yes,no
fa87b675fd88e9a50f2d40c15973164d,50,management,single,tertiary,no,297,yes,no
b6cde25f0e7f20dbee82b18f0ed30293,39,blue-collar,married,primary,no,279,yes,no
132bee372fdfeae87e706f009050e2f9,59,entrepreneur,divorced,secondary,no,901,yes,no
dcafb77a7e817b3eb777dff0170e5d59,30,technician,single,secondary,no,2573,yes,no
fa6cdf1ff4ff870eb83f5cfb80135186,36,services,married,secondary,no,143,yes,yes
d8c51522eeedd48b09c7f411af2ac6ad,40,blue-collar,married,secondary,no,475,yes,no
8b1d8eae9351f85dc35845bbfb9dcba1,53,blue-collar,married,secondary,no,70,yes,no
6f1c102ab019cb3de14a973e85c836c5,34,management,single,tertiary,no,318,yes,no
1e5d91492dbd2ce1fbf32372b18df81d,37,technician,married,secondary,no,275,yes,no
151fb9b3cb48b1a1a5e72314bec6de74,42,management,divorced,tertiary,no,742,yes,no
30d39256b2c9ded175d3fe0ec7a7ea5e,41,entrepreneur,married,primary,no,236,yes,no
44bdafac060a85fe2e1aa944669e09d8,30,student,single,tertiary,no,25,yes,no
fb71ab82f3b06b8dca5302da46d7ac2d,37,management,single,tertiary,no,600,yes,no
6c5c9cfbc0ef81baa30a864f9b99884e,39,admin.,divorced,secondary,no,-349,yes,no
f27185a51bd56b3d0119b38f1b73222f,41,blue-collar,married,primary,no,183,yes,yes
0d17ff85f4f08a883f10056352ee9798,40,blue-collar,married,primary,no,0,yes,no
0803e1d33f14b721bf45c8eafd2b8b6e,42,management,single,tertiary,no,0,yes,yes
34fbf92b45724acdf68781d38f3fa5ca,40,blue-collar,divorced,primary,no,0,yes,no
4a46d18e2d30f0cebea2de635e97748c,57,technician,married,secondary,no,1078,yes,no
58910e95342ab286d50013bb6c2b2663,56,entrepreneur,divorced,secondary,no,155,no,no
e1521df7c5afa2d0e82979d1811e75ef,37,admin.,married,secondary,no,190,yes,no
bebb11623ae3ce77cb25744732b6e5d8,59,retired,married,secondary,no,319,yes,no
d1689d5aca2ef31e133fb39befd7f528,39,services,divorced,secondary,no,-185,yes,no
1a297af13134fd47a75b8090e45aeac9,49,services,married,secondary,no,47,no,no
90e2736cda38b656242105a73665ce65,38,services,single,secondary,no,570,yes,no
9beff1225d4ce7ad34335d4d52e408e1,36,self-employed,married,tertiary,no,19,no,no
7baffc0a8d6fe63e51f6712949b23b27,50,blue-collar,married,primary,no,61,yes,no
e0a830fafacd6e0bc228acd47d9ebc89,41,admin.,married,secondary,no,-62,yes,yes
efde1a5ec0b66524cd9335eb61f80131,54,technician,married,tertiary,no,258,no,no
e631edf14985de069e89cba27e808c99,58,blue-collar,married,primary,no,76,yes,no
5f056be7f121da59dc5fdbce8ffbb9d9,30,blue-collar,single,secondary,no,0,yes,no
498a84e067a8aa7bf3f50e1e1567d55b,33,admin.,single,secondary,no,352,yes,no
b9aa97bfabcfa16ed6a8eec4529dff4c,47,admin.,married,secondary,no,368,yes,no
4bcbfc089be2fff2b3c97e84f6fd75db,50,technician,single,tertiary,no,339,yes,no
80043d8afef55182f2886934e8403330,32,blue-collar,married,secondary,no,1331,yes,no
03570cab27a9a546729f13ec3e9e2ddd,40,self-employed,married,secondary,no,672,yes,no
a8beefd21752770eb2fcebaa6a4df13d,37,management,married,tertiary,no,58,yes,no
69275b388368a3fc735db175329484ce,54,technician,single,unknown,no,447,yes,no
25cf3b7c6989b37c64633126d9e47e52,24,student,single,secondary,no,423,yes,no
f5047a68018d3d84664e809c826586e4,54,management,married,tertiary,no,0,no,no
2d48f89b84ac410f0dc01cb73c351e29,34,technician,married,secondary,no,19,yes,no
2f1df06cae49a07e4e2d79257389f5f5,56,technician,divorced,primary,no,13,yes,no
4fc8a33383e294e20bd6fa93222fb874,31,blue-collar,single,secondary,no,3,yes,no
e4fec99cdf8ed63de37fdfd2f38ec996,24,student,single,secondary,no,82,yes,no
8ee0eccc273fb6cc48457ce79f51a9a7,42,blue-collar,divorced,primary,no,28,yes,no
20aa2032b8992692e0ad88cd20c7a193,57,technician,married,secondary,no,792,yes,no
28f6b9f7a0b8ac92012ed3053785087b,42,blue-collar,married,unknown,no,408,yes,no
80afd07947e1317977bbdd9ec55545b5,51,admin.,married,secondary,no,531,yes,no
71bf48691bc8c89063a300c0f6eeceeb,57,retired,married,secondary,no,211,yes,no
fe1e02fff1c9ffe315fecc9f5283c29a,36,services,single,secondary,no,62,yes,no
e4c45585e6c31cb2a849087fcafcd2af,53,services,married,unknown,no,257,yes,no
45f7247e9445ccd03146528901f6fe95,50,technician,married,secondary,no,1234,yes,no
404b3d1e9888014cdb334648d3995d99,54,management,married,tertiary,no,313,yes,no
5307f1779d37a9f86fc6f5937154e92a,55,blue-collar,married,secondary,no,89,yes,no
ecec3b91b33b1b1b92726d533950ffac,44,blue-collar,married,secondary,no,129,yes,yes
bb7cdb03dc569ceef784aac3c0f35d18,43,management,married,unknown,no,0,yes,no
4bef472f1c06238ec082fed5a394ca07,56,admin.,married,secondary,no,353,yes,no
de4d21294c37cc967f64ebb36072a4c7,54,technician,married,unknown,no,851,yes,no
9a2a0a633bff1fdff3f025a61764eb2f,55,services,divorced,primary,no,96,yes,yes
57c8c94e330a0959493c8c0c3fb0754c,37,services,divorced,secondary,no,398,yes,yes
87f16a69226fc3c426e5c76131e681d5,33,admin.,single,tertiary,no,193,no,no
30471bd5577ff9a7f694ff281abf31e4,46,admin.,married,secondary,no,-358,yes,no
053407473d5e76c4a34d690d3f330a44,36,blue-collar,married,secondary,no,539,yes,yes
333aa0fae70ef6e02f8e4949b57cb77a,51,technician,single,secondary,no,0,yes,no
8450d3b6952723ddd6e45566310589ef,40,retired,single,primary,no,0,no,no
ee85f954368b46b232824bd9a05f5bc7,42,blue-collar,married,secondary,no,490,yes,no
